Locality	Population Density	Taxes	Income
8620	344	41054710.66	207279065.5
8630	129	41188983.33	200446500.2
8640	93	10457324.74	55009371.01
8647	51	9850952.091	50555763.34
8650	187	30586417.72	156039808.1
8660	414	35402341.18	191740308.2
8670	428	117950738.6	514998306
8680	224	28836151.18	143392155.9
8690	62	14550583.19	75834361.8
8691	62	14550583.19	75834361.8
8700	300	79628841.13	356294757.1
8710	463	34936032.65	161355298.2
8720	334	32409118.9	146371341.3
8730	225	65989828.03	284527625.6
8740	200	24368264.07	113445210.2
8750	221	52723853.77	241641391
8755	179	20229899.04	92034972.02
8760	377	37999408.18	185525592.5
8770	702	39104929.4	187144633.7
8780	482	27960913.06	131332269.1
8790	899	158255371.7	688604539.6
8791	899	158255371.7	688604539.6
8792	899	158255371.7	688604539.6
8793	899	158255371.7	688604539.6
8800	1097	241086064.8	1071436074
8810	356	33148153.69	151818805.3
8820	463	80521498.44	362430268.6
8830	269	39400550.7	175981899.5
8840	249	37507401.95	182504481
8850	268	33120219.8	158302847.9
8851	268	33120219.8	158302847.9
8860	443	21922018.84	101647879.1
8870	1140	103620426.9	487258534
8880	394	33779877.17	162042648.6
8890	324	38163869.75	185195295.7
8900	270	126467862.5	600210689.1
8902	270	126467862.5	600210689.1
8904	270	126467862.5	600210689.1
8906	270	126467862.5	600210689.1
8908	270	126467862.5	600210689.1
8920	153	26175679.69	127963423.9
8930	1038	103839825.9	529513823
8940	439	58854352.1	297803372.7
8950	84	22574717.39	122091475.8
8951	84	22574717.39	122091475.8
8952	84	22574717.39	122091475.8
8953	84	22574717.39	122091475.8
8954	84	22574717.39	122091475.8
8956	84	22574717.39	122091475.8
8957	299	2062506.136	13625683.02
8958	84	22574717.39	122091475.8
8970	165	62228122.29	316192009.3
8972	165	62228122.29	316192009.3
8978	165	62228122.29	316192009.3
8980	187	43119427.53	205648866.2
9000	1709	1096990579	4532573422
9030	1709	1096990579	4532573422
9031	1709	1096990579	4532573422
9032	1709	1096990579	4532573422
9040	1709	1096990579	4532573422
9041	1709	1096990579	4532573422
9042	1709	1096990579	4532573422
9050	1709	1096990579	4532573422
9051	1709	1096990579	4532573422
9052	1709	1096990579	4532573422
9060	995	46872158.88	219041754.9
9070	716	102610957.3	391510300.6
9075	1709	1096990579	4532573422
9080	380	115562826	447979571
9090	781	60208921.01	232557524.5
9099	1709	1096990579	4532573422
9100	972	295066500.3	1300778697
9111	972	295066500.3	1300778697
9112	972	295066500.3	1300778697
9120	333	227683082.2	939599316.4
9130	333	227683082.2	939599316.4
9140	780	127889324.4	533708835.2
9150	509	75396005.44	310402582.6
9160	638	169041603.1	721478040.3
9170	363	86554259.46	360848723.6
9180	178	28322005.97	120330593.9
9185	228	32829892.66	139831353.8
9190	433	76995786.81	332977412
9200	835	197820175.2	844362754.4
9220	630	95538781.71	427003998.3
9230	728	109578595.7	465488458.9
9240	646	77956388.72	353915306.6
9250	350	58326653.3	224963179.1
9255	583	71051205.12	287762933.7
9260	519	52787820.94	222671512.3
9270	385	63679757.05	251203424
9280	735	83735934.16	351899254.6
9290	405	64726398.14	278315456
9300	1157	372481433.6	1573573009
9308	1157	372481433.6	1573573009
9310	1157	372481433.6	1573573009
9320	1157	372481433.6	1573573009
9340	646	87113774.65	358125886.8
9400	552	161249668.6	697475291.8
9401	552	161249668.6	697475291.8
9402	552	161249668.6	697475291.8
9403	552	161249668.6	697475291.8
9404	552	161249668.6	697475291.8
9406	552	161249668.6	697475291.8
9420	611	97804034.68	400286269.4
9450	636	86745900.95	361899957.3
9451	636	86745900.95	361899957.3
9470	1519	84353980.45	359174126.2
9472	1519	84353980.45	359174126.2
9473	1519	84353980.45	359174126.2
9500	437	136131587.3	599344326.4
9506	437	136131587.3	599344326.4
9520	395	48246296.84	196848872.7
9521	395	48246296.84	196848872.7
9550	395	83198097.05	345745318.6
9551	395	83198097.05	345745318.6
9552	395	83198097.05	345745318.6
9570	261	29724384.23	126239684.7
9571	261	29724384.23	126239684.7
9572	261	29724384.23	126239684.7
9600	788	74509484.58	384137941.6
9620	489	129237946.7	525281397.8
9630	246	40241153.82	161903511.8
9636	246	40241153.82	161903511.8
9660	265	62560360.48	274381719
9661	265	62560360.48	274381719
9667	179	9999507.551	41231526.32
9680	137	30378604.93	125395979.7
9681	137	30378604.93	125395979.7
9688	137	30378604.93	125395979.7
9690	225	27262405.27	119492827.8
9700	474	139251949.2	585889658.3
9750	223	74578255.13	301852996.7
9770	223	74578255.13	301852996.7
9771	223	74578255.13	301852996.7
9772	223	74578255.13	301852996.7
9790	154	32085906.64	127463552
9800	355	201482761.9	818604377.2
9810	347	59399815.95	234616538.2
9820	682	139948480.2	516062699.6
9830	568	66296640.47	225372700.7
9831	568	66296640.47	225372700.7
9840	624	74120993.27	255901739.9
9850	355	201482761.9	818604377.2
9860	323	72063280.82	277881075.9
9870	491	65548311.47	282744541.6
9880	249	130942183	544781468.4
9881	249	130942183	544781468.4
9890	421	65315458.61	258850392.5
9900	736	77749941.39	360347695.6
9910	249	130942183	544781468.4
9920	337	119514107.1	500634461.9
9921	337	119514107.1	500634461.9
9930	337	119514107.1	500634461.9
9931	337	119514107.1	500634461.9
9932	337	119514107.1	500634461.9
9940	489	159736638.6	664169354.5
9950	337	119514107.1	500634461.9
9960	167	59693773.37	262761007.7
9961	167	59693773.37	262761007.7
9968	167	59693773.37	262761007.7
9970	198	28998052.52	121881597.3
9971	198	28998052.52	121881597.3
9980	94	25571123.04	119677710.4
9981	94	25571123.04	119677710.4
9982	94	25571123.04	119677710.4
9988	94	25571123.04	119677710.4
9990	259	91163248.53	415561559.7
9991	259	91163248.53	415561559.7
9992	259	91163248.53	415561559.7
